Orthogroup,Salar
OG0028306,XP_014037985.1
OG0028306,XP_014042355.1
OG0028307,XP_014038142.1
OG0028304,XP_014037832.1
OG0028305,XP_014037940.1
OG0028305,XP_014041478.1
OG0028302,XP_014037566.1
OG0028302,XP_014053821.1
OG0028303,XP_014037764.1
OG0028303,XP_014037795.1
OG0028300,XP_014037381.1
OG0028301,XP_014037516.1
OG0028301,XP_014060160.1
OG0028308,XP_014038182.1
OG0028308,XP_014054317.1
OG0028309,XP_014038227.1
OG0028309,XP_014046000.1
OG0010718,XP_014068888.1
OG0010719,XP_013982587.1
OG0010719,XP_014031588.1
OG0015948,XP_014022244.1
OG0015949,XP_013988908.1
OG0015944,XP_014022048.1
OG0015945,XP_013988875.1
OG0010710,NP_001139870.1
OG0010710,XP_014031488.1
OG0010711,XP_013982688.1
OG0010711,XP_014031490.1
OG0010716,XP_013982649.1
OG0010716,XP_014031532.1
OG0010717,XP_014015463.1
OG0010717,XP_014069899.1
OG0015942,XP_014022027.1
OG0015943,NP_001134791.1
OG0012620,XP_014006483.1
OG0012620,XP_014007926.1
OG0012620,XP_014058271.1
OG0012621,NP_001167056.1
OG0012621,XP_014006474.1
OG0012622,XP_014006469.1
OG0012622,XP_014007936.1
OG0012622,XP_014007941.1
OG0012623,XP_014007836.1
OG0012624,XP_014007903.1
OG0012625,XP_014007864.1
OG0012626,XP_014006119.1
OG0012626,XP_014007868.1
OG0012627,XP_013978652.1
OG0012627,XP_014024647.1
OG0012628,XP_014006110.1
OG0012628,XP_014007881.1
OG0012629,XP_014006236.1
OG0025495,0
OG0025494,0
OG0025497,XP_014037732.1
OG0025496,XP_014037418.1
OG0027981,XP_014054070.1
OG0027980,0
OG0027983,0
OG0027982,0
OG0027985,XP_014031679.1
OG0027984,NP_001134694.1
OG0027987,0
OG0027986,XP_013985407.1
OG0027989,XP_014007435.1
OG0027988,XP_013986217.1
OG0025491,0
OG0014705,XP_013979325.1
OG0014704,NP_001134998.1
OG0014707,XP_013979365.1
OG0014706,XP_013979358.1
OG0014701,XP_013979354.1
OG0014700,XP_013979352.1
OG0014703,XP_013979332.1
OG0014702,NP_001117119.1
OG0023649,XP_014066939.1
OG0014709,XP_014051066.1
OG0014708,XP_013979384.1
OG0023646,XP_013998200.1
OG0023647,0
OG0025490,XP_013996345.1
OG0023644,0
OG0023645,XP_013998658.1
OG0023642,0
OG0023643,0
OG0026588,0
OG0026589,0
OG0023640,0
OG0025493,XP_014050519.1
OG0026582,0
OG0026583,0
OG0026580,XP_013998302.1
OG0023641,0
OG0026586,0
OG0026587,0
OG0026584,0
OG0026585,0
OG0009220,NP_001134610.1
OG0009220,XP_014049185.1
OG0009221,XP_014049154.1
OG0009221,XP_014058845.1
OG0009222,XP_014058901.1
OG0009223,XP_014049159.1
OG0009223,XP_014049163.1
OG0009224,XP_014039386.1
OG0009224,XP_014049333.1
OG0009225,XP_014038126.1
OG0009225,XP_014040547.1
OG0009225,XP_014042056.1
OG0009225,XP_014042279.1
OG0009226,XP_013980474.1
OG0009226,XP_013994311.1
OG0009227,XP_014049360.1
OG0009227,XP_014049366.1
OG0009228,XP_014058779.1
OG0009228,XP_014058815.1
OG0009229,XP_014058778.1
OG0009229,XP_014058814.1
OG0024980,0
OG0024981,XP_014005710.1
OG0024982,0
OG0024983,XP_013998919.1
OG0024984,0
OG0024985,XP_014042371.1
OG0024985,XP_014071153.1
OG0024986,XP_013992283.1
OG0024987,0
OG0024988,0
OG0024989,0
OG0019254,XP_014050538.1
OG0019255,XP_014050574.1
OG0019256,XP_014012866.1
OG0019257,XP_013993050.1
OG0019250,XP_014050844.1
OG0019251,0
OG0019252,XP_014050846.1
OG0019252,XP_014064643.1
OG0019253,XP_014050553.1
OG0026638,0
OG0026639,0
OG0019258,XP_013993251.1
OG0019259,XP_013993293.1
OG0025587,XP_013995401.1
OG0025586,0
OG0025585,XP_014000654.1
OG0025585,XP_014041718.1
OG0025584,0
OG0025583,XP_014050204.1
OG0025582,XP_014066379.1
OG0025581,XP_014040701.1
OG0025581,XP_014054350.1
OG0025580,0
OG0025589,0
OG0025588,0
OG0024676,XP_013995944.1
OG0024677,0
OG0024674,XP_014003581.1
OG0024675,XP_014003900.1
OG0024675,XP_014004043.1
OG0024675,XP_014004110.1
OG0024672,XP_014022890.1
OG0024673,XP_014023360.1
OG0024670,0
OG0024671,0
OG0024678,0
OG0024679,XP_014059704.1
OG0021008,NP_001158772.1
OG0021009,XP_014047593.1
OG0021006,XP_014066910.1
OG0021007,0
OG0021004,XP_014066942.1
OG0021005,XP_014066837.1
OG0021002,XP_014066839.1
OG0021003,XP_014066843.1
OG0021000,XP_013992468.1
OG0021001,XP_014066982.1
OG0018701,XP_013978366.1
OG0018700,XP_013978365.1
OG0018703,XP_013978382.1
OG0018702,XP_013978367.1
OG0018705,XP_013978397.1
OG0018704,NP_001135235.1
OG0017979,XP_014009584.1
OG0017978,XP_014009581.1
OG0017977,XP_014009601.1
OG0017976,XP_014009603.1
OG0017975,NP_001134951.1
OG0017974,XP_014056059.1
OG0017973,XP_014009606.1
OG0017972,XP_014009609.1
OG0017971,XP_014009614.1
OG0017970,XP_014009922.1
OG0000379,NP_001117177.1
OG0000379,XP_013988742.1
OG0000379,XP_014021930.1
OG0000379,XP_014037644.1
OG0000378,XP_013980013.1
OG0000378,XP_013981149.1
OG0000378,XP_013981808.1
OG0000378,XP_014001811.1
OG0000378,XP_014029463.1
OG0000378,XP_014042918.1
OG0000378,XP_014054493.1
OG0000378,XP_014055583.1
OG0000378,XP_014061297.1
OG0000378,XP_014065551.1
OG0011217,XP_014006640.1
OG0011217,XP_014008079.1
OG0000371,XP_013988361.1
OG0000371,XP_013991218.1
OG0000371,XP_014002630.1
OG0000371,XP_014002733.1
OG0000371,XP_014022532.1
OG0000370,XP_013989601.1
OG0000370,XP_013990585.1
OG0000370,XP_014000937.1
OG0000370,XP_014023838.1
OG0027322,0
OG0020351,XP_013998132.1
OG0020350,NP_001165961.1
OG0020353,XP_013998112.1
OG0020352,XP_013998106.1
OG0020355,XP_013998119.1
OG0020354,XP_014034109.1
OG0020357,XP_014033371.1
OG0020356,XP_014052958.1
OG0020359,XP_014068814.1
OG0020358,NP_001167397.1
OG0021910,XP_013984943.1
OG0021911,XP_013984946.1
OG0021912,XP_013984974.1
OG0021913,XP_013984985.1
OG0021914,XP_013984819.1
OG0021915,XP_013984799.1
OG0021916,XP_013984794.1
OG0021917,XP_013984761.1
OG0021918,XP_013984762.1
OG0021919,XP_013984746.1
OG0022490,XP_014012259.1
OG0022491,XP_014012292.1
OG0022492,XP_014061904.1
OG0007367,XP_014038435.1
OG0007367,XP_014050013.1
OG0007367,XP_014050014.1
OG0007366,XP_014059062.1
OG0007365,XP_014048939.1
OG0007365,XP_014059054.1
OG0007364,XP_014048945.1
OG0007364,XP_014059049.1
OG0007363,XP_014048880.1
OG0007363,XP_014059044.1
OG0007362,XP_014048951.1
OG0007362,XP_014059034.1
OG0007361,XP_014048960.1
OG0007361,XP_014059022.1
OG0007360,XP_014048959.1
OG0007360,XP_014059011.1
OG0007369,XP_013983354.1
OG0007369,XP_013998600.1
OG0007368,XP_013983357.1
OG0007368,XP_013997380.1
OG0027516,0
OG0027517,XP_014058189.1
OG0027514,0
OG0027515,XP_014039841.1
OG0027512,XP_014041981.1
OG0027513,XP_014056809.1
OG0027510,XP_014068614.1
OG0027511,0
OG0027518,0
OG0027519,0
OG0008617,XP_014043542.1
OG0008617,XP_014043717.1
OG0008617,XP_014044284.1
OG0008617,XP_014044344.1
OG0008617,XP_014044378.1
OG0008617,XP_014044442.1
OG0008617,XP_014044502.1
OG0008617,XP_014044568.1
OG0008617,XP_014044569.1
OG0008617,XP_014044584.1
OG0008617,XP_014044587.1
OG0008617,XP_014044596.1
OG0008617,XP_014044597.1
OG0008617,XP_014065405.1
OG0006096,XP_014009926.1
OG0006096,XP_014057268.1
OG0006097,XP_014057350.1
OG0006094,XP_014009902.1
OG0006095,XP_014009914.1
OG0006095,XP_014057251.1
OG0005219,XP_014017575.1
OG0005219,XP_014069603.1
OG0005218,XP_014017583.1
OG0005218,XP_014069598.1
OG0006090,XP_014009667.1
OG0006090,XP_014057278.1
OG0006091,XP_014009680.1
OG0006091,XP_014057280.1
OG0005215,XP_014017590.1
OG0005215,XP_014069587.1
OG0005214,XP_014017596.1
OG0005214,XP_014069583.1
OG0005217,XP_014017584.1
OG0005217,XP_014069593.1
OG0005216,XP_014017586.1
OG0005216,XP_014069595.1
OG0005211,XP_014017623.1
OG0005211,XP_014069564.1
OG0005210,XP_014017626.1
OG0005210,XP_014069563.1
OG0006098,XP_014057353.1
OG0006098,XP_014057354.1
OG0006098,XP_014057355.1
OG0005212,XP_014017615.1
OG0005212,XP_014069569.1
OG0006548,NP_001133163.1
OG0006548,XP_013989799.1
OG0006549,XP_013989804.1
OG0006549,XP_014002945.1
OG0006544,XP_013989890.1
OG0006544,XP_014002840.1
OG0006545,NP_001135276.1
OG0006545,XP_014002843.1
OG0006546,XP_013989845.1
OG0006546,XP_014002858.1
OG0006547,XP_013989838.1
OG0006547,XP_014002851.1
OG0006540,XP_013991210.1
OG0006540,XP_014002643.1
OG0006540,XP_014002745.1
OG0006541,XP_013991183.1
OG0006541,XP_014002659.1
OG0006541,XP_014002723.1
OG0006542,XP_013991159.1
OG0006542,XP_014002699.1
OG0006543,XP_013989888.1
OG0006543,XP_014002839.1
OG0011568,XP_014009719.1
OG0011569,XP_013986071.1
OG0011569,XP_014036330.1
OG0003684,XP_013992368.1
OG0003684,XP_014053437.1
OG0003685,XP_013992401.1
OG0003685,XP_014053402.1
OG0003686,XP_013992462.1
OG0003686,XP_014053291.1
OG0003687,XP_013992466.1
OG0003687,XP_014053294.1
OG0003680,XP_013992346.1
OG0003680,XP_014053448.1
OG0003681,NP_001134437.1
OG0003681,XP_013992356.1
OG0003682,XP_013992363.1
OG0003682,XP_014053438.1
OG0003683,NP_001135261.1
OG0003683,XP_013992367.1
OG0003688,XP_013992473.1
OG0003688,XP_014053312.1
OG0003689,XP_013992476.1
OG0003689,XP_014053322.1
OG0001019,XP_014049811.1
OG0001019,XP_014049829.1
OG0001019,XP_014058141.1
OG0001019,XP_014058143.1
OG0001018,XP_013985880.1
OG0001018,XP_014039077.1
OG0001018,XP_014049837.1
OG0001018,XP_014058111.1
OG0001017,XP_014035773.1
OG0001017,XP_014067914.1
OG0001016,XP_013985786.1
OG0001016,XP_014039170.1
OG0001016,XP_014057972.1
OG0001015,XP_013998937.1
OG0001015,XP_014028140.1
OG0001015,XP_014028141.1
OG0001015,XP_014041960.1
OG0001014,XP_014047663.1
OG0001014,XP_014047736.1
OG0001014,XP_014047737.1
OG0001013,XP_013985374.1
OG0001013,XP_014018948.1
OG0001013,XP_014070775.1
OG0001012,XP_013992105.1
OG0001012,XP_014053643.1
OG0001012,XP_014054343.1
OG0001012,XP_014068494.1
OG0001011,XP_013992168.1
OG0001011,XP_014068542.1
OG0001010,XP_014053551.1
OG0001010,XP_014054266.1
OG0001010,XP_014068580.1
OG0011023,XP_013981429.1
OG0011023,XP_014005578.1
OG0011022,XP_014041010.1
OG0011021,XP_014057136.1
OG0011020,XP_014057175.1
OG0011027,XP_013998869.1
OG0011027,XP_014006109.1
OG0011027,XP_014057410.1
OG0011026,XP_014057238.1
OG0011025,XP_014057223.1
OG0011024,XP_014006663.1
OG0011029,NP_001167181.1
OG0011029,XP_014041935.1
OG0011028,XP_014004642.1
OG0011028,XP_014007420.1
OG0025723,XP_014039347.1
OG0025723,XP_014040819.1
OG0025722,0
OG0025721,0
OG0025720,XP_014052053.1
OG0025727,XP_014064291.1
OG0025726,XP_014002890.1
OG0025725,XP_013997368.1
OG0025724,0
OG0000658,XP_014042870.1
OG0000658,XP_014049936.1
OG0000658,XP_014050002.1
OG0000659,NP_001135053.1
OG0000659,XP_014013955.1
OG0000659,XP_014048285.1
OG0000656,XP_014035284.1
OG0000656,XP_014042358.1
OG0000656,XP_014064991.1
OG0000657,XP_013985791.1
OG0000657,XP_014038681.1
OG0000657,XP_014039802.1
OG0000657,XP_014049537.1
OG0000654,XP_014019207.1
OG0000654,XP_014019212.1
OG0000654,XP_014038408.1
OG0000654,XP_014039712.1
OG0000654,XP_014071061.1
OG0000655,XP_014023990.1
OG0000655,XP_014048200.1
OG0000655,XP_014048201.1
OG0000652,XP_013984043.1
OG0000652,XP_013998897.1
OG0000652,XP_014028080.1
OG0000653,NP_001167114.1
OG0000653,XP_013985369.1
OG0000653,XP_014069756.1
OG0000650,XP_013996248.1
OG0000650,XP_014017240.1
OG0000650,XP_014026057.1
OG0000651,XP_013999671.1
OG0000651,XP_014016092.1
OG0000651,XP_014026953.1
OG0000651,XP_014027733.1
OG0024452,0
OG0024453,XP_014040290.1
OG0024450,0
OG0012422,XP_013985940.1
OG0012422,XP_014037572.1
OG0012423,XP_013985941.1
OG0012423,XP_014037784.1
OG0012420,NP_001167222.1
OG0012420,XP_013985995.1
OG0012420,XP_014040761.1
OG0012421,NP_001134301.1
OG0012421,NP_001180476.1
OG0012426,XP_014053972.1
OG0012426,XP_014068849.1
OG0012427,XP_013985947.1
OG0012427,XP_014037777.1
OG0012424,XP_014010449.1
OG0012424,XP_014061735.1
OG0012425,XP_014010428.1
OG0012425,XP_014061491.1
OG0024456,XP_014039494.1
OG0012428,XP_014010184.1
OG0012428,XP_014057044.1
OG0012429,NP_001117139.1
OG0012429,XP_014062302.1
OG0024457,0
OG0016552,XP_014016560.1
OG0016553,XP_014016147.1
OG0016550,XP_014016161.1
OG0016551,XP_014016152.1
OG0016556,NP_001266011.1
OG0016556,XP_014026949.1
OG0016557,XP_013998966.1
OG0016554,XP_014016141.1
OG0016555,XP_014026945.1
OG0016555,XP_014027727.1
OG0016558,XP_014028193.1
OG0016558,XP_014028197.1
OG0016559,XP_013998999.1
OG0016088,XP_014051972.1
OG0016089,XP_014051679.1
OG0016080,XP_013984814.1
OG0016081,NP_001134735.1
OG0016082,XP_013988342.1
OG0016083,NP_001135122.1
OG0016084,XP_013988347.1
OG0016085,NP_001117043.1
OG0016086,XP_014051968.1
OG0016087,XP_013984796.1
OG0003301,NP_001134148.1
OG0003301,XP_014022692.1
OG0003300,XP_013988030.1
OG0003300,XP_014022695.1
OG0003303,XP_013984401.1
OG0003303,XP_014051992.1
OG0003302,XP_013988024.1
OG0003302,XP_014022665.1
OG0003305,NP_001133099.1
OG0003305,XP_013984383.1
OG0003304,XP_013984387.1
OG0003304,XP_014052051.1
OG0003307,XP_013984384.1
OG0003307,XP_014051993.1
OG0003306,NP_001133521.1
OG0003306,XP_013984381.1
OG0003309,XP_013984370.1
OG0003309,XP_014052007.1
OG0003308,XP_013984373.1
OG0003308,XP_014052004.1
OG0028186,XP_014005118.1
OG0028187,XP_014005125.1
OG0028187,XP_014038077.1
OG0028180,XP_014003088.1
OG0028180,XP_014045770.1
OG0028181,XP_014003347.1
OG0028182,XP_014003654.1
OG0028183,XP_014004611.1
OG0023664,0
OG0023665,XP_013986955.1
OG0023666,XP_014068885.1
OG0023667,0
OG0023660,XP_014047108.1
OG0023661,XP_014010273.1
OG0023662,XP_014053950.1
OG0023663,XP_014009923.1
OG0023668,0
OG0023669,0
OG0010868,XP_014004739.1
OG0010868,XP_014006546.1
OG0010869,XP_014004738.1
OG0010869,XP_014006359.1
OG0010869,XP_014006544.1
OG0010860,XP_014007488.1
OG0010860,XP_014007585.1
OG0010861,XP_014024813.1
OG0010861,XP_014072307.1
OG0010862,XP_014006223.1
OG0010863,XP_014006194.1
OG0010863,XP_014007693.1
OG0010864,NP_001134866.1
OG0010864,XP_014006577.1
OG0010865,XP_014006418.1
OG0010865,XP_014006576.1
OG0010865,XP_014007944.1
OG0010866,XP_014006374.1
OG0010866,XP_014041715.1
OG0010867,NP_001140118.1
OG0009022,XP_014014939.1
OG0009022,XP_014036976.1
OG0009023,XP_014014942.1
OG0009023,XP_014036969.1
OG0009020,XP_014014925.1
OG0009020,XP_014036984.1
OG0009021,XP_014014929.1
OG0009021,XP_014036979.1
OG0009026,XP_014014851.1
OG0009026,XP_014036998.1
OG0009027,XP_014014895.1
OG0009027,XP_014037062.1
OG0009024,XP_014014955.1
OG0009024,XP_014036964.1
OG0009025,XP_013979260.1
OG0009025,XP_014051242.1
OG0009028,XP_014014825.1
OG0009028,XP_014037081.1
OG0009029,XP_014012565.1
OG0009029,XP_014037083.1
OG0022137,XP_013978977.1
OG0022136,XP_014017041.1
OG0022135,XP_014053282.1
OG0022134,XP_014026363.1
OG0022133,XP_014017123.1
OG0022132,XP_014053250.1
OG0022131,XP_014053238.1
OG0022130,XP_014053233.1
OG0022139,XP_013978788.1
OG0022138,XP_013978852.1
OG0010138,0
OG0010139,XP_014051091.1
OG0010132,0
OG0010133,XP_014021155.1
OG0010133,XP_014030136.1
OG0010130,XP_014004579.1
OG0010131,XP_014021118.1
OG0010136,XP_013980020.1
OG0010136,XP_014025405.1
OG0010137,XP_013980189.1
OG0010134,XP_013979739.1
OG0010134,XP_014004456.1
OG0010135,XP_014019069.1
OG0010135,XP_014070864.1
OG0024478,0
OG0024479,XP_014058328.1
OG0008049,XP_014017702.1
OG0008049,XP_014069500.1
OG0008048,XP_014017707.1
OG0008048,XP_014069494.1
OG0008043,XP_014018192.1
OG0008043,XP_014069888.1
OG0008042,XP_014018190.1
OG0008042,XP_014069701.1
OG0008041,XP_013989645.1
OG0008041,XP_014023931.1
OG0008040,XP_014018187.1
OG0008040,XP_014069891.1
OG0008047,XP_014017720.1
OG0008046,XP_014018600.1
OG0008046,XP_014069814.1
OG0008045,XP_014018215.1
OG0008045,XP_014069865.1
OG0008044,XP_014018196.1
OG0008044,XP_014069886.1
OG0014936,XP_014062562.1
OG0014937,XP_013996583.1
OG0014934,XP_014011754.1
OG0014935,XP_014011744.1
OG0014932,XP_014062577.1
OG0014933,XP_014062555.1
OG0014930,XP_014011680.1
OG0014931,XP_014062533.1
OG0014938,0
OG0014939,XP_014062822.1
OG0015049,XP_013990174.1
OG0015048,NP_001158834.1
OG0015045,XP_013990218.1
OG0015045,XP_014047455.1
OG0015044,XP_013990233.1
OG0015047,XP_013990172.1
OG0015046,XP_014047575.1
OG0015041,XP_013990370.1
OG0015040,XP_013990360.1
OG0015043,NP_001133933.1
OG0015042,NP_001134693.1
OG0020885,XP_014014399.1
OG0020884,XP_014014397.1
OG0020887,XP_014014392.1
OG0020886,XP_014014393.1
OG0020881,XP_014014407.1
OG0020880,XP_014014695.1
OG0020883,NP_001140101.1
OG0020882,NP_001135071.1
OG0020889,XP_014014328.1
OG0020888,XP_014014368.1
OG0022955,NP_001133002.1
OG0022954,XP_014022855.1
OG0022957,XP_014055555.1
OG0022956,0
OG0022951,XP_013992049.1
OG0022950,XP_014022437.1
OG0022953,XP_014068987.1
OG0022952,XP_014022742.1
OG0027350,0
OG0027351,XP_014053666.1
OG0027352,0
OG0027353,XP_013986840.1
OG0022959,XP_014023215.1
OG0022958,XP_014023272.1
OG0027356,0
OG0027357,XP_014054955.1
OG0007910,XP_013986823.1
OG0007910,XP_014027798.1
OG0018256,NP_001134462.1
OG0018255,XP_014009805.1
OG0018254,XP_014054335.1
OG0017359,NP_001134718.1
OG0017358,XP_014066431.1
OG0017357,XP_014066296.1
OG0007914,XP_013982663.1
OG0007914,XP_014031516.1
OG0017355,XP_013997982.1
OG0017354,XP_014066314.1
OG0017353,XP_014066315.1
OG0017352,XP_014066065.1
OG0017351,XP_014039696.1
OG0017350,XP_014033395.1
OG0018251,XP_013987038.1
OG0018250,XP_013987036.1
OG0004014,XP_013984258.1
OG0004014,XP_013990677.1
OG0004015,XP_013984264.1
OG0004015,XP_013990634.1
OG0004016,XP_013985486.1
OG0004016,XP_013985532.1
OG0004017,XP_014048367.1
OG0004017,XP_014059598.1
OG0004010,NP_001167433.1
OG0004010,XP_014048313.1
OG0004011,XP_014048319.1
OG0004011,XP_014059546.1
OG0004012,XP_014048329.1
OG0004012,XP_014059558.1
OG0004013,XP_013984242.1
OG0004013,XP_013990853.1
OG0004018,XP_014048369.1
OG0004018,XP_014059789.1
OG0004019,XP_013984267.1
OG0004019,XP_013990611.1
OG0027828,XP_014044060.1
OG0027829,XP_014007963.1
OG0018008,NP_001133401.1
OG0018009,XP_014009730.1
OG0018006,XP_014009709.1
OG0018007,XP_014055255.1
OG0018004,XP_014009700.1
OG0018005,XP_014055320.1
OG0018002,XP_014009697.1
OG0018003,XP_014055359.1
OG0018000,XP_014009668.1
OG0018001,XP_014009676.1
OG0023309,XP_014052089.1
OG0023308,NP_001134189.1
OG0023307,XP_014051718.1
OG0023306,XP_014051585.1
OG0023305,XP_014061220.1
OG0023304,XP_014036830.1
OG0023303,XP_013996821.1
OG0023302,XP_013996759.1
OG0023301,XP_013996642.1
OG0023300,XP_013996614.1
OG0025460,0
OG0025461,XP_014058702.1
OG0025462,0
OG0025463,XP_013989303.1
OG0025463,XP_014045250.1
OG0025464,XP_014021679.1
OG0025465,0
OG0025466,XP_014060858.1
OG0025467,0
OG0025468,0
OG0025469,XP_014054305.1
OG0019351,XP_014031855.1
OG0019350,XP_013985406.1
OG0019350,XP_014040733.1
OG0019353,0
OG0019352,XP_014042193.1
OG0019352,XP_014060230.1
OG0019352,XP_014071128.1
OG0019355,XP_014037944.1
OG0019355,XP_014043095.1
OG0019354,XP_014010683.1
OG0019357,XP_013980332.1
OG0019357,XP_014043802.1
OG0019356,XP_013992780.1
OG0019356,XP_014025363.1
OG0019356,XP_014038161.1
OG0019356,XP_014046581.1
OG0019359,XP_014050270.1
OG0019358,XP_014022967.1
OG0019358,XP_014032156.1
OG0019358,XP_014046480.1
OG0018910,XP_014060757.1
OG0018911,XP_013983436.1
OG0018911,XP_014010807.1
OG0018912,XP_014060764.1
OG0018913,XP_014000049.1
OG0007099,XP_013992287.1
OG0007099,XP_014053514.1
OG0007098,XP_013992288.1
OG0007098,XP_014053511.1
OG0018916,XP_014000057.1
OG0018917,XP_014000180.1
OG0007095,XP_014053816.1
OG0007094,NP_001139968.1
OG0007094,XP_014053793.1
OG0007097,XP_013992292.1
OG0007097,XP_014053510.1
OG0007096,XP_013992302.1
OG0007096,XP_014053501.1
OG0007091,NP_001117059.1
OG0007091,XP_014053858.1
OG0007090,XP_014052728.1
OG0007093,XP_013985209.1
OG0007093,XP_014037677.1
OG0007093,XP_014040264.1
OG0007093,XP_014040393.1
OG0007093,XP_014042532.1
OG0007093,XP_014045584.1
OG0007093,XP_014071097.1
OG0007093,XP_014071152.1
OG0007092,XP_013985257.1
OG0007092,XP_014023611.1
OG0007092,XP_014037518.1
OG0007092,XP_014037817.1
OG0005828,XP_014012463.1
OG0005828,XP_014014515.1
OG0005829,XP_014012461.1
OG0005829,XP_014014522.1
OG0005826,XP_014035502.1
OG0005826,XP_014066511.1
OG0005827,XP_014012464.1
OG0005827,XP_014014504.1
OG0005824,XP_014000128.1
OG0005824,XP_014060914.1
OG0005825,NP_001182481.1
OG0005825,XP_014000130.1
OG0005822,XP_014000123.1
OG0005822,XP_014060938.1
OG0005823,XP_014000124.1
OG0005823,XP_014060936.1
OG0005820,XP_014000109.1
OG0005820,XP_014060842.1
OG0005821,NP_001134736.1
OG0005821,XP_014035542.1
OG0025798,0
OG0025799,0
OG0006328,XP_014008907.1
OG0006328,XP_014063686.1
OG0006329,NP_001134097.1
OG0006329,XP_014008914.1
OG0006324,XP_014063644.1
OG0006325,XP_014008900.1
OG0006325,XP_014063691.1
OG0006326,XP_014011011.1
OG0006326,XP_014062015.1
OG0006327,XP_014011013.1
OG0006327,XP_014062019.1
OG0006320,XP_014008852.1
OG0006320,XP_014063800.1
OG0006321,XP_014008937.1
OG0006321,XP_014063763.1
OG0006322,XP_014008862.1
OG0006322,XP_014063740.1
OG0006323,XP_014008868.1
OG0006323,XP_014063768.1
OG0020140,XP_013994319.1
OG0020141,XP_013994369.1
OG0020142,XP_013994324.1
OG0020143,0
OG0020144,XP_013994358.1
OG0020145,XP_013994360.1
OG0020146,XP_014049260.1
OG0020146,XP_014049359.1
OG0020147,XP_014058782.1
OG0020148,XP_013994021.1
OG0020149,XP_013994025.1
OG0001679,XP_013998480.1
OG0001679,XP_014033749.1
OG0001678,XP_014029283.1
OG0001678,XP_014066132.1
OG0001677,XP_014046079.1
OG0001677,XP_014066152.1
OG0001676,XP_014041798.1
OG0001676,XP_014042166.1
OG0001676,XP_014066053.1
OG0001675,XP_013997991.1
OG0001675,XP_014033459.1
OG0001675,XP_014046828.1
OG0001674,XP_013998294.1
OG0001674,XP_014033990.1
OG0001673,XP_013998606.1
OG0001673,XP_013998614.1
OG0001673,XP_014034185.1
OG0001672,XP_014014244.1
OG0001672,XP_014045173.1
OG0001672,XP_014065892.1
OG0001671,XP_013985868.1
OG0001671,XP_014038312.1
OG0001671,XP_014038475.1
OG0001670,XP_014007313.1
OG0001670,XP_014065836.1
OG0025244,XP_014049835.1
OG0025245,0
OG0025246,XP_014039173.1
OG0025247,XP_013983218.1
OG0025240,XP_014040848.1
OG0025241,XP_014037654.1
OG0025242,0
OG0025243,XP_014064023.1
OG0007536,NP_001133139.1
OG0007536,XP_014033926.1
OG0007537,XP_013998064.1
OG0007537,XP_014034150.1
OG0007534,XP_014054520.1
OG0007534,XP_014067226.1
OG0007535,XP_013998372.1
OG0007535,XP_014033916.1
OG0007532,XP_013998363.1
OG0007532,XP_014033915.1
OG0007533,XP_013998361.1
OG0007533,XP_014033924.1
OG0007530,XP_014052033.1
OG0007530,XP_014066991.1
OG0007531,XP_014052045.1
OG0007531,XP_014066988.1
OG0007538,XP_014054510.1
OG0007538,XP_014067288.1
OG0007539,XP_014054772.1
OG0005008,XP_013982477.1
OG0005008,XP_014031232.1
OG0005009,XP_013982488.1
OG0005009,XP_014031220.1
OG0000078,NP_001167264.1
OG0000078,XP_014050133.1
OG0000078,XP_014050134.1
OG0000078,XP_014050135.1
OG0000078,XP_014050137.1
OG0000078,XP_014050252.1
OG0000078,XP_014050253.1
OG0000078,XP_014050258.1
OG0000078,XP_014065178.1
OG0000078,XP_014065184.1
OG0000078,XP_014065201.1
OG0000078,XP_014065203.1
OG0000078,XP_014065204.1
OG0000078,XP_014065205.1
OG0000079,XP_013982965.1
OG0000079,XP_014010808.1
OG0000079,XP_014030722.1
OG0000079,XP_014039719.1
OG0000079,XP_014040861.1
OG0000079,XP_014042922.1
OG0000076,XP_013988398.1
OG0000076,XP_013991838.1
OG0000076,XP_013997272.1
OG0000076,XP_014001997.1
OG0000076,XP_014009256.1
OG0000076,XP_014022430.1
OG0000076,XP_014032877.1
OG0000076,XP_014057304.1
OG0000077,NP_001117101.1
OG0000077,NP_001135381.1
OG0000077,NP_001167438.1
OG0000077,XP_013997398.1
OG0000077,XP_014010056.1
OG0000077,XP_014029724.1
OG0000077,XP_014033037.1
OG0000077,XP_014059014.1
OG0000074,XP_014023740.1
OG0000074,XP_014023794.1
OG0000074,XP_014023795.1
OG0000074,XP_014043338.1
OG0000074,XP_014043426.1
OG0000074,XP_014043475.1
OG0000074,XP_014043833.1
OG0000074,XP_014044566.1
OG0000075,XP_014038035.1
OG0000075,XP_014042900.1
OG0000075,XP_014043061.1
OG0000075,XP_014044618.1
OG0000075,XP_014045459.1
OG0000075,XP_014049437.1
OG0000075,XP_014049440.1
OG0000075,XP_014049442.1
OG0000075,XP_014049445.1
OG0000075,XP_014049448.1
OG0000075,XP_014057383.1
OG0000072,XP_013994915.1
OG0000072,XP_014010953.1
OG0000072,XP_014032603.1
OG0000072,XP_014037596.1
OG0000073,XP_014044310.1
OG0000073,XP_014044503.1
OG0000073,XP_014050228.1
OG0000073,XP_014050254.1
OG0000073,XP_014065143.1
OG0000073,XP_014065264.1
