Salar,Ohno_annot_binary
NP_001167419.1,0
NP_001167420.1,0
NP_001167421.1,0
NP_001167422.1,0
NP_001167425.1,0
NP_001167426.1,1
NP_001167427.1,1
NP_001167428.1,0
NP_001167430.1,0
NP_001167432.1,0
NP_001167433.1,1
NP_001167434.1,0
NP_001167435.1,0
NP_001167437.1,1
NP_001167438.1,0
NP_001167439.1,0
NP_001167441.1,0
NP_001167442.1,0
NP_001171956.1,0
NP_001180383.1,0
NP_001180426.1,0
NP_001180476.1,0
NP_001182481.1,1
NP_001182711.1,0
NP_001182747.1,0
NP_001182748.1,0
NP_001185504.1,0
NP_001185505.1,0
NP_001186155.1,0
NP_001191029.1,1
NP_001191823.1,0
NP_001192039.1,0
NP_001232770.1,0
NP_001232842.1,0
NP_001239278.1,1
NP_001239281.1,0
NP_001239282.1,0
NP_001239284.1,1
NP_001239285.1,1
NP_001239286.1,0
NP_001239287.1,1
NP_001239292.1,0
NP_001239293.1,0
NP_001239294.1,0
NP_001239295.1,0
NP_001243651.1,0
NP_001265930.1,0
NP_001265932.1,0
NP_001265935.1,1
NP_001265937.1,0
NP_001265940.1,0
NP_001265942.1,0
NP_001265945.1,1
NP_001265947.1,0
NP_001265955.1,0
NP_001265962.1,0
NP_001265965.1,0
NP_001265967.1,1
NP_001265971.1,0
NP_001265975.1,0
NP_001265977.1,1
NP_001265982.1,0
NP_001265986.1,1
NP_001266003.1,1
NP_001266006.1,0
NP_001266009.1,0
NP_001266011.1,0
NP_001266016.1,0
NP_001266019.1,0
NP_001266021.1,0
NP_001266024.1,0
NP_001266026.1,0
NP_001266036.1,0
NP_001266041.1,0
NP_001266043.1,0
NP_001266048.1,0
NP_001266051.1,0
NP_001266053.1,0
NP_001266058.1,0
NP_001266060.1,0
NP_001266066.1,0
NP_001266069.1,0
NP_001266071.1,1
NP_001266074.1,1
NP_001266076.1,0
NP_001266079.1,0
NP_001266086.1,0
NP_001266094.1,0
NP_001266096.1,0
NP_001266099.1,0
NP_001266101.1,0
NP_008445.1,0
NP_008446.1,0
NP_008447.1,0
NP_008448.1,0
NP_008449.1,0
NP_008450.1,0
NP_008451.1,0
NP_008452.1,0
NP_008453.1,0
NP_008454.1,0
NP_008455.1,0
NP_008456.1,0
NP_008457.1,0
XP_013978319.1,1
XP_013978320.1,0
XP_013978324.1,0
XP_013978325.1,0
XP_013978326.1,0
XP_013978328.1,0
XP_013978329.1,0
XP_013978330.1,0
XP_013978331.1,0
XP_013978337.1,0
XP_013978341.1,0
XP_013978342.1,0
XP_013978346.1,0
XP_013978347.1,1
XP_013978351.1,1
XP_013978354.1,0
XP_013978359.1,0
XP_013978361.1,0
XP_013978362.1,0
XP_013978364.1,1
XP_013978365.1,0
XP_013978366.1,0
XP_013978367.1,0
XP_013978370.1,0
XP_013978377.1,1
XP_013978382.1,0
XP_013978383.1,0
XP_013978384.1,1
XP_013978388.1,0
XP_013978390.1,1
XP_013978391.1,0
XP_013978395.1,1
XP_013978397.1,0
XP_013978401.1,1
XP_013978423.1,1
XP_013978436.1,1
XP_013978437.1,1
XP_013978440.1,0
XP_013978441.1,0
XP_013978448.1,1
XP_013978449.1,0
XP_013978450.1,0
XP_013978451.1,1
XP_013978455.1,0
XP_013978456.1,0
XP_013978458.1,1
XP_013978460.1,1
XP_013978462.1,0
XP_013978472.1,1
XP_013978477.1,1
XP_013978478.1,1
XP_013978479.1,0
XP_013978484.1,1
XP_013978487.1,0
XP_013978492.1,1
XP_013978496.1,1
XP_013978497.1,1
XP_013978500.1,1
XP_013978508.1,1
XP_013978509.1,0
XP_013978510.1,0
XP_013978512.1,1
XP_013978515.1,1
XP_013978518.1,1
XP_013978519.1,1
XP_013978521.1,0
XP_013978522.1,0
XP_013978523.1,0
XP_013978524.1,1
XP_013978525.1,0
XP_013978526.1,1
XP_013978527.1,1
XP_013978528.1,1
XP_013978530.1,1
XP_013978531.1,0
XP_013978534.1,0
XP_013978537.1,1
XP_013978538.1,0
XP_013978541.1,0
XP_013978546.1,1
XP_013978547.1,1
XP_013978551.1,1
XP_013978553.1,0
XP_013978570.1,0
XP_013978572.1,0
XP_013978574.1,1
XP_013978575.1,0
XP_013978576.1,1
XP_013978582.1,1
XP_013978584.1,0
XP_013978591.1,1
XP_013978596.1,0
XP_013978597.1,1
XP_013978599.1,1
XP_013978600.1,0
XP_013978603.1,0
XP_013978610.1,0
XP_013978611.1,0
XP_013978613.1,0
XP_013978619.1,0
XP_013978628.1,0
XP_013978630.1,0
XP_013978647.1,0
XP_013978648.1,0
XP_013978652.1,0
XP_013978654.1,0
XP_013978655.1,0
XP_013978656.1,0
XP_013978660.1,0
XP_013978661.1,0
XP_013978662.1,0
XP_013978663.1,0
XP_013978664.1,0
XP_013978665.1,0
XP_013978666.1,0
XP_013978673.1,0
XP_013978674.1,0
XP_013978676.1,0
XP_013978677.1,0
XP_013978682.1,0
XP_013978688.1,0
XP_013978689.1,1
XP_013978690.1,0
XP_013978693.1,0
XP_013978700.1,0
XP_013978702.1,0
XP_013978703.1,0
XP_013978705.1,1
XP_013978707.1,0
XP_013978708.1,0
XP_013978709.1,0
XP_013978711.1,1
XP_013978717.1,0
XP_013978721.1,0
XP_013978724.1,0
XP_013978726.1,0
XP_013978727.1,1
XP_013978730.1,0
XP_013978733.1,1
XP_013978734.1,1
XP_013978738.1,0
XP_013978739.1,0
XP_013978743.1,0
XP_013978745.1,0
XP_013978747.1,0
XP_013978749.1,0
XP_013978750.1,1
XP_013978751.1,0
XP_013978754.1,0
XP_013978757.1,0
XP_013978758.1,0
XP_013978760.1,0
XP_013978763.1,0
XP_013978766.1,0
XP_013978767.1,0
XP_013978768.1,0
XP_013978770.1,0
XP_013978773.1,0
XP_013978775.1,0
XP_013978777.1,0
XP_013978778.1,0
XP_013978779.1,0
XP_013978782.1,0
XP_013978783.1,0
XP_013978788.1,0
XP_013978793.1,1
XP_013978794.1,0
XP_013978795.1,0
XP_013978796.1,0
XP_013978797.1,1
XP_013978798.1,0
XP_013978799.1,1
XP_013978801.1,0
XP_013978806.1,1
XP_013978808.1,0
XP_013978814.1,1
XP_013978817.1,0
XP_013978818.1,0
XP_013978821.1,0
XP_013978823.1,0
XP_013978825.1,0
XP_013978826.1,0
XP_013978831.1,0
XP_013978837.1,0
XP_013978838.1,0
XP_013978841.1,0
XP_013978845.1,0
XP_013978847.1,0
XP_013978848.1,0
XP_013978849.1,0
XP_013978850.1,0
XP_013978852.1,0
XP_013978855.1,0
XP_013978857.1,0
XP_013978859.1,0
XP_013978860.1,0
XP_013978867.1,0
XP_013978872.1,0
XP_013978878.1,0
XP_013978889.1,0
XP_013978891.1,1
XP_013978894.1,0
XP_013978897.1,0
XP_013978900.1,0
XP_013978901.1,0
XP_013978903.1,0
XP_013978904.1,0
XP_013978905.1,0
XP_013978909.1,0
XP_013978912.1,0
XP_013978913.1,0
XP_013978914.1,0
XP_013978916.1,1
XP_013978917.1,0
XP_013978918.1,0
XP_013978923.1,0
XP_013978930.1,0
XP_013978931.1,0
XP_013978933.1,0
XP_013978934.1,0
XP_013978935.1,1
XP_013978937.1,0
XP_013978939.1,0
XP_013978940.1,0
XP_013978942.1,0
XP_013978944.1,0
XP_013978950.1,0
XP_013978951.1,0
XP_013978952.1,0
XP_013978954.1,0
XP_013978956.1,1
XP_013978957.1,1
XP_013978959.1,1
XP_013978963.1,0
XP_013978964.1,1
XP_013978966.1,0
XP_013978968.1,0
XP_013978969.1,1
XP_013978970.1,1
XP_013978971.1,1
XP_013978973.1,0
XP_013978974.1,0
XP_013978977.1,0
XP_013978978.1,0
XP_013978984.1,0
XP_013978987.1,1
XP_013978988.1,0
XP_013978991.1,0
XP_013978993.1,0
XP_013978994.1,0
XP_013978995.1,0
XP_013978997.1,0
XP_013978998.1,0
XP_013979001.1,0
XP_013979002.1,0
XP_013979005.1,0
XP_013979008.1,0
XP_013979013.1,0
XP_013979014.1,0
XP_013979018.1,0
XP_013979020.1,0
XP_013979021.1,0
XP_013979022.1,0
XP_013979023.1,0
XP_013979024.1,0
XP_013979026.1,0
XP_013979027.1,0
XP_013979029.1,0
XP_013979030.1,1
XP_013979033.1,0
XP_013979034.1,0
XP_013979035.1,0
XP_013979036.1,0
XP_013979039.1,0
XP_013979040.1,0
XP_013979041.1,0
XP_013979048.1,0
XP_013979051.1,0
XP_013979054.1,0
XP_013979056.1,0
XP_013979057.1,0
XP_013979059.1,0
XP_013979062.1,1
XP_013979064.1,0
XP_013979066.1,1
XP_013979068.1,1
XP_013979070.1,0
XP_013979071.1,0
XP_013979073.1,0
XP_013979089.1,0
XP_013979090.1,0
XP_013979093.1,0
XP_013979094.1,0
XP_013979095.1,0
XP_013979096.1,0
XP_013979097.1,0
XP_013979099.1,0
XP_013979100.1,1
XP_013979104.1,0
XP_013979106.1,0
XP_013979107.1,0
XP_013979108.1,0
XP_013979109.1,0
XP_013979110.1,1
XP_013979112.1,0
XP_013979119.1,0
XP_013979123.1,0
XP_013979124.1,0
XP_013979127.1,0
XP_013979128.1,0
XP_013979132.1,0
XP_013979133.1,0
XP_013979134.1,0
XP_013979136.1,0
XP_013979138.1,0
XP_013979139.1,0
XP_013979141.1,0
XP_013979142.1,0
XP_013979146.1,0
XP_013979148.1,0
XP_013979150.1,0
XP_013979152.1,0
XP_013979153.1,0
XP_013979156.1,0
XP_013979157.1,0
XP_013979161.1,0
XP_013979162.1,0
XP_013979166.1,0
XP_013979167.1,0
XP_013979172.1,0
XP_013979174.1,0
XP_013979180.1,0
XP_013979185.1,0
XP_013979189.1,0
XP_013979191.1,0
XP_013979194.1,0
XP_013979199.1,0
XP_013979200.1,0
XP_013979201.1,0
XP_013979204.1,0
XP_013979210.1,0
XP_013979214.1,0
XP_013979215.1,0
XP_013979217.1,0
XP_013979220.1,0
XP_013979221.1,0
XP_013979230.1,0
XP_013979238.1,0
XP_013979239.1,0
XP_013979241.1,1
XP_013979242.1,0
XP_013979243.1,0
XP_013979244.1,1
XP_013979246.1,0
XP_013979252.1,0
XP_013979253.1,0
XP_013979256.1,1
XP_013979257.1,0
XP_013979259.1,0
XP_013979260.1,0
XP_013979261.1,1
XP_013979262.1,1
XP_013979266.1,1
XP_013979268.1,0
XP_013979274.1,0
XP_013979275.1,0
XP_013979276.1,0
XP_013979277.1,0
XP_013979279.1,0
XP_013979280.1,0
XP_013979284.1,0
XP_013979287.1,0
XP_013979288.1,0
XP_013979290.1,0
XP_013979291.1,0
XP_013979292.1,1
XP_013979293.1,0
XP_013979300.1,0
XP_013979307.1,0
XP_013979309.1,0
XP_013979311.1,0
XP_013979315.1,0
XP_013979317.1,0
XP_013979322.1,0
XP_013979325.1,0
XP_013979332.1,0
XP_013979333.1,0
XP_013979337.1,0
XP_013979339.1,0
XP_013979342.1,0
XP_013979343.1,0
XP_013979345.1,0
XP_013979347.1,0
XP_013979348.1,0
XP_013979349.1,0
XP_013979352.1,0
XP_013979354.1,0
XP_013979357.1,0
XP_013979358.1,0
XP_013979365.1,0
XP_013979379.1,0
XP_013979381.1,0
XP_013979382.1,0
XP_013979384.1,0
XP_013979386.1,0
XP_013979393.1,0
XP_013979398.1,0
XP_013979399.1,0
XP_013979400.1,0
XP_013979404.1,0
XP_013979405.1,0
XP_013979406.1,0
XP_013979407.1,0
XP_013979408.1,0
XP_013979409.1,0
XP_013979418.1,0
XP_013979419.1,0
XP_013979420.1,0
XP_013979432.1,0
XP_013979434.1,0
XP_013979443.1,0
XP_013979445.1,0
XP_013979448.1,0
XP_013979449.1,0
XP_013979450.1,0
XP_013979451.1,0
XP_013979452.1,1
XP_013979453.1,0
XP_013979456.1,0
XP_013979457.1,0
XP_013979459.1,1
XP_013979464.1,0
XP_013979469.1,0
XP_013979471.1,0
XP_013979476.1,0
XP_013979479.1,0
XP_013979480.1,0
XP_013979483.1,0
XP_013979484.1,0
XP_013979485.1,0
XP_013979489.1,0
XP_013979491.1,0
XP_013979498.1,0
XP_013979504.1,0
XP_013979511.1,0
XP_013979513.1,0
XP_013979516.1,0
XP_013979517.1,0
XP_013979518.1,0
XP_013979523.1,0
XP_013979526.1,0
XP_013979531.1,0
XP_013979534.1,0
XP_013979535.1,0
XP_013979536.1,0
XP_013979537.1,0
XP_013979539.1,0
XP_013979541.1,0
XP_013979543.1,0
XP_013979547.1,0
XP_013979549.1,0
XP_013979552.1,1
XP_013979556.1,0
XP_013979560.1,1
XP_013979563.1,1
XP_013979565.1,0
XP_013979574.1,1
XP_013979576.1,0
XP_013979580.1,0
XP_013979583.1,0
XP_013979584.1,0
XP_013979587.1,0
XP_013979590.1,0
XP_013979591.1,0
XP_013979593.1,0
XP_013979594.1,1
XP_013979599.1,0
XP_013979609.1,0
XP_013979610.1,0
XP_013979611.1,0
XP_013979614.1,1
XP_013979615.1,0
XP_013979616.1,0
XP_013979618.1,1
XP_013979619.1,1
XP_013979620.1,0
XP_013979623.1,1
XP_013979624.1,0
XP_013979628.1,1
XP_013979632.1,1
XP_013979633.1,0
XP_013979634.1,1
XP_013979641.1,0
XP_013979644.1,1
XP_013979646.1,0
XP_013979647.1,0
XP_013979650.1,1
XP_013979658.1,0
XP_013979660.1,0
XP_013979661.1,0
XP_013979663.1,0
XP_013979665.1,1
XP_013979667.1,0
XP_013979668.1,0
XP_013979670.1,1
XP_013979674.1,1
XP_013979675.1,0
XP_013979676.1,0
XP_013979677.1,0
XP_013979679.1,0
XP_013979685.1,0
XP_013979687.1,0
XP_013979690.1,0
XP_013979696.1,0
XP_013979697.1,0
XP_013979700.1,0
XP_013979701.1,1
XP_013979703.1,0
XP_013979704.1,0
XP_013979708.1,1
XP_013979710.1,1
XP_013979713.1,0
XP_013979714.1,0
XP_013979715.1,0
XP_013979717.1,1
XP_013979719.1,0
XP_013979722.1,1
XP_013979723.1,0
XP_013979724.1,0
XP_013979726.1,0
XP_013979728.1,0
XP_013979731.1,0
XP_013979732.1,0
XP_013979735.1,1
XP_013979738.1,0
XP_013979739.1,0
XP_013979741.1,0
XP_013979742.1,1
XP_013979743.1,1
XP_013979744.1,0
XP_013979745.1,0
XP_013979746.1,0
XP_013979747.1,0
XP_013979749.1,1
XP_013979751.1,0
XP_013979754.1,0
XP_013979755.1,1
XP_013979756.1,1
XP_013979760.1,0
XP_013979761.1,0
XP_013979768.1,0
XP_013979769.1,0
XP_013979771.1,0
XP_013979772.1,0
XP_013979776.1,0
XP_013979778.1,0
XP_013979784.1,0
XP_013979785.1,1
XP_013979786.1,1
XP_013979790.1,0
XP_013979794.1,0
XP_013979795.1,0
XP_013979799.1,1
XP_013979804.1,0
XP_013979810.1,1
XP_013979814.1,0
XP_013979815.1,0
XP_013979825.1,0
XP_013979830.1,0
XP_013979832.1,1
XP_013979833.1,1
XP_013979836.1,0
XP_013979837.1,0
XP_013979838.1,1
XP_013979846.1,0
XP_013979848.1,1
XP_013979850.1,0
XP_013979854.1,0
XP_013979855.1,0
XP_013979856.1,0
XP_013979857.1,0
XP_013979861.1,1
XP_013979863.1,0
XP_013979864.1,0
XP_013979871.1,0
XP_013979872.1,1
XP_013979873.1,1
XP_013979875.1,1
XP_013979878.1,0
XP_013979879.1,0
XP_013979886.1,0
XP_013979887.1,1
XP_013979890.1,0
XP_013979892.1,0
XP_013979893.1,1
XP_013979895.1,0
XP_013979896.1,0
XP_013979897.1,0
XP_013979898.1,0
XP_013979899.1,0
XP_013979902.1,0
XP_013979910.1,0
XP_013979912.1,0
XP_013979913.1,0
XP_013979915.1,0
XP_013979923.1,1
XP_013979925.1,1
XP_013979928.1,1
XP_013979929.1,0
XP_013979930.1,0
XP_013979932.1,1
XP_013979934.1,1
XP_013979935.1,1
XP_013979936.1,1
XP_013979938.1,0
XP_013979939.1,0
XP_013979943.1,0
XP_013979944.1,0
XP_013979945.1,1
XP_013979946.1,0
XP_013979950.1,0
XP_013979953.1,0
XP_013979955.1,0
XP_013979959.1,0
XP_013979962.1,0
XP_013979967.1,1
XP_013979971.1,0
XP_013979972.1,1
XP_013979973.1,0
XP_013979974.1,0
XP_013979976.1,0
XP_013979977.1,0
XP_013979979.1,0
XP_013979980.1,1
XP_013979984.1,1
XP_013979985.1,1
XP_013979987.1,0
XP_013979988.1,1
XP_013979995.1,0
XP_013979996.1,1
XP_013980000.1,0
XP_013980005.1,0
XP_013980006.1,1
XP_013980011.1,0
XP_013980020.1,0
XP_013980021.1,0
XP_013980027.1,0
XP_013980028.1,0
XP_013980029.1,0
XP_013980033.1,0
XP_013980037.1,0
XP_013980038.1,1
XP_013980039.1,0
XP_013980040.1,0
XP_013980041.1,0
XP_013980042.1,1
XP_013980043.1,0
XP_013980044.1,0
XP_013980051.1,0
XP_013980052.1,1
XP_013980054.1,1
XP_013980055.1,0
XP_013980056.1,0
XP_013980057.1,0
XP_013980060.1,0
XP_013980061.1,0
XP_013980062.1,0
XP_013980064.1,1
XP_013980066.1,0
XP_013980071.1,1
XP_013980076.1,0
XP_013980079.1,1
XP_013980081.1,0
XP_013980084.1,1
XP_013980086.1,1
XP_013980087.1,0
XP_013980088.1,1
XP_013980091.1,0
XP_013980094.1,1
XP_013980099.1,1
XP_013980104.1,1
XP_013980105.1,1
XP_013980113.1,1
XP_013980115.1,0
XP_013980118.1,0
XP_013980119.1,0
XP_013980126.1,1
XP_013980136.1,1
XP_013980140.1,0
XP_013980141.1,1
XP_013980145.1,0
XP_013980147.1,0
XP_013980148.1,0
XP_013980150.1,0
XP_013980155.1,0
XP_013980157.1,0
XP_013980158.1,1
XP_013980163.1,0
XP_013980165.1,0
XP_013980166.1,0
XP_013980167.1,0
XP_013980169.1,0
XP_013980173.1,0
XP_013980174.1,0
XP_013980176.1,0
XP_013980177.1,1
XP_013980179.1,1
XP_013980180.1,0
XP_013980181.1,0
XP_013980182.1,0
XP_013980183.1,0
XP_013980184.1,0
XP_013980187.1,0
XP_013980188.1,0
XP_013980189.1,0
XP_013980190.1,0
XP_013980191.1,1
XP_013980193.1,0
XP_013980194.1,0
XP_013980196.1,0
XP_013980198.1,1
XP_013980200.1,1
XP_013980201.1,0
XP_013980204.1,1
XP_013980227.1,0
XP_013980230.1,1
XP_013980231.1,1
XP_013980233.1,0
XP_013980235.1,1
XP_013980236.1,1
XP_013980238.1,1
XP_013980239.1,0
XP_013980241.1,1
XP_013980243.1,0
XP_013980244.1,0
XP_013980245.1,0
XP_013980247.1,0
XP_013980249.1,0
XP_013980251.1,0
XP_013980254.1,1
XP_013980256.1,0
XP_013980257.1,0
XP_013980258.1,0
XP_013980259.1,0
XP_013980262.1,0
XP_013980264.1,0
XP_013980270.1,1
XP_013980273.1,0
XP_013980276.1,1
XP_013980278.1,0
XP_013980280.1,0
XP_013980284.1,0
XP_013980285.1,0
XP_013980287.1,0
XP_013980288.1,0
XP_013980289.1,0
XP_013980295.1,1
XP_013980298.1,0
XP_013980299.1,1
XP_013980300.1,0
XP_013980301.1,0
XP_013980304.1,1
XP_013980305.1,0
XP_013980306.1,0
XP_013980308.1,0
XP_013980309.1,0
XP_013980311.1,0
XP_013980312.1,0
XP_013980318.1,0
XP_013980319.1,0
XP_013980320.1,0
XP_013980321.1,0
XP_013980322.1,0
XP_013980323.1,0
XP_013980324.1,0
XP_013980327.1,0
XP_013980328.1,1
XP_013980329.1,0
XP_013980332.1,0
XP_013980333.1,1
XP_013980334.1,1
XP_013980338.1,0
XP_013980341.1,0
XP_013980345.1,0
XP_013980349.1,0
XP_013980358.1,0
XP_013980359.1,0
XP_013980360.1,1
XP_013980361.1,0
XP_013980362.1,0
XP_013980363.1,0
XP_013980369.1,0
XP_013980374.1,0
XP_013980376.1,1
XP_013980384.1,0
XP_013980385.1,1
XP_013980389.1,0
XP_013980390.1,0
XP_013980395.1,1
XP_013980396.1,0
XP_013980398.1,0
XP_013980399.1,0
XP_013980402.1,0
XP_013980403.1,0
XP_013980406.1,1
XP_013980407.1,0
XP_013980408.1,0
XP_013980410.1,1
XP_013980412.1,0
XP_013980415.1,0
XP_013980416.1,0
XP_013980417.1,1
XP_013980418.1,1
XP_013980420.1,0
XP_013980422.1,0
XP_013980423.1,0
XP_013980424.1,0
XP_013980425.1,0
XP_013980427.1,0
XP_013980428.1,0
XP_013980432.1,0
XP_013980433.1,0
XP_013980435.1,0
XP_013980436.1,0
XP_013980437.1,1
XP_013980439.1,0
XP_013980441.1,0
XP_013980443.1,1
XP_013980445.1,1
XP_013980453.1,0
XP_013980458.1,1
XP_013980459.1,1
XP_013980460.1,0
XP_013980465.1,0
XP_013980467.1,0
XP_013980471.1,0
XP_013980474.1,0
XP_013980480.1,0
XP_013980481.1,0
XP_013980484.1,1
XP_013980488.1,0
XP_013980489.1,0
XP_013980492.1,1
XP_013980493.1,1
XP_013980494.1,1
XP_013980495.1,0
XP_013980499.1,0
XP_013980500.1,1
XP_013980502.1,0
XP_013980507.1,0
XP_013980508.1,0
XP_013980510.1,0
XP_013980515.1,0
XP_013980520.1,1
XP_013980525.1,0
XP_013980526.1,0
XP_013980529.1,1
XP_013980530.1,1
XP_013980531.1,0
XP_013980537.1,0
XP_013980540.1,0
XP_013980541.1,0
XP_013980543.1,0
XP_013980551.1,0
XP_013980552.1,1
XP_013980554.1,0
XP_013980556.1,0
XP_013980557.1,0
XP_013980558.1,0
XP_013980560.1,0
XP_013980563.1,0
XP_013980569.1,0
XP_013980570.1,0
XP_013980575.1,0
XP_013980577.1,1
XP_013980579.1,0
XP_013980581.1,0
XP_013980584.1,0
XP_013980585.1,0
XP_013980595.1,1
XP_013980596.1,1
XP_013980597.1,1
XP_013980600.1,1
XP_013980605.1,0
XP_013980608.1,0
XP_013980609.1,0
XP_013980610.1,0
XP_013980622.1,0
XP_013980625.1,0
XP_013980630.1,0
XP_013980632.1,0
XP_013980633.1,0
XP_013980635.1,0
XP_013980639.1,0
XP_013980640.1,0
XP_013980641.1,0
XP_013980643.1,0
XP_013980646.1,0
XP_013980648.1,0
XP_013980650.1,0
XP_013980651.1,0
XP_013980653.1,0
XP_013980655.1,0
XP_013980658.1,0
XP_013980659.1,0
XP_013980660.1,1
XP_013980663.1,0
XP_013980670.1,1
XP_013980680.1,0
XP_013980688.1,0
XP_013980691.1,0
XP_013980692.1,0
XP_013980693.1,0
XP_013980695.1,0
XP_013980705.1,1
XP_013980706.1,0
XP_013980710.1,1
XP_013980711.1,0
XP_013980713.1,0
XP_013980714.1,0
XP_013980716.1,1
XP_013980717.1,0
XP_013980719.1,0
XP_013980721.1,0
XP_013980722.1,0
XP_013980723.1,0
XP_013980727.1,0
XP_013980728.1,0
XP_013980729.1,1
XP_013980730.1,0
XP_013980733.1,0
XP_013980739.1,1
XP_013980741.1,1
XP_013980742.1,1
XP_013980743.1,0
XP_013980744.1,1
XP_013980745.1,0
XP_013980749.1,1
XP_013980754.1,0
XP_013980757.1,0
XP_013980766.1,1
XP_013980782.1,0
XP_013980786.1,0
XP_013980795.1,0
XP_013980804.1,0
XP_013980806.1,0
XP_013980807.1,1
XP_013980810.1,0
XP_013980811.1,1
XP_013980813.1,0
XP_013980814.1,0
XP_013980815.1,1
XP_013980816.1,1
XP_013980822.1,1
XP_013980823.1,0
XP_013980824.1,1
XP_013980825.1,0
XP_013980826.1,1
XP_013980828.1,1
XP_013980830.1,0
XP_013980831.1,0
XP_013980834.1,0
XP_013980837.1,1
XP_013980839.1,1
XP_013980840.1,0
XP_013980841.1,0
XP_013980842.1,0
XP_013980846.1,0
XP_013980850.1,0
XP_013980857.1,1
XP_013980859.1,0
XP_013980861.1,0
XP_013980862.1,0
XP_013980863.1,0
XP_013980866.1,0
XP_013980868.1,0
XP_013980869.1,1
XP_013980872.1,1
XP_013980873.1,0
XP_013980874.1,0
XP_013980875.1,1
XP_013980878.1,0
XP_013980881.1,0
XP_013980882.1,0
XP_013980883.1,1
XP_013980884.1,0
XP_013980887.1,0
XP_013980893.1,1
XP_013980897.1,0
XP_013980898.1,0
XP_013980899.1,0
XP_013980900.1,0
XP_013980906.1,0
XP_013980907.1,1
XP_013980913.1,1
XP_013980916.1,0
XP_013980917.1,1
XP_013980921.1,1
XP_013980924.1,0
XP_013980927.1,0
XP_013980929.1,0
XP_013980932.1,1
XP_013980941.1,0
XP_013980942.1,0
XP_013980943.1,0
XP_013980944.1,0
XP_013980945.1,0
XP_013980946.1,0
XP_013980949.1,0
XP_013980950.1,0
XP_013980951.1,1
XP_013980953.1,1
XP_013980954.1,0
XP_013980956.1,1
XP_013980957.1,0
XP_013980958.1,1
XP_013980962.1,1
XP_013980965.1,0
XP_013980967.1,0
XP_013980976.1,0
XP_013980978.1,0
XP_013980980.1,0
XP_013980992.1,0
XP_013980999.1,0
XP_013981005.1,1
XP_013981009.1,0
XP_013981012.1,1
XP_013981016.1,0
XP_013981019.1,1
XP_013981020.1,0
XP_013981024.1,0
XP_013981025.1,0
XP_013981028.1,0
XP_013981029.1,0
XP_013981033.1,0
XP_013981035.1,0
XP_013981036.1,1
XP_013981038.1,0
XP_013981039.1,1
XP_013981040.1,1
XP_013981042.1,0
XP_013981043.1,0
XP_013981044.1,0
XP_013981045.1,1
XP_013981047.1,0
XP_013981048.1,0
XP_013981049.1,0
XP_013981050.1,0
XP_013981054.1,1
XP_013981055.1,0
XP_013981059.1,0
XP_013981061.1,0
XP_013981063.1,0
XP_013981066.1,0
XP_013981067.1,0
XP_013981071.1,0
XP_013981072.1,0
XP_013981076.1,1
XP_013981078.1,0
XP_013981079.1,1
XP_013981082.1,0
XP_013981083.1,0
XP_013981084.1,1
XP_013981086.1,1
XP_013981087.1,1
XP_013981090.1,0
XP_013981091.1,0
XP_013981093.1,0
XP_013981099.1,0
XP_013981100.1,0
XP_013981101.1,0
XP_013981110.1,0
XP_013981114.1,0
XP_013981115.1,0
XP_013981118.1,0
XP_013981119.1,0
XP_013981121.1,0
XP_013981122.1,0
XP_013981125.1,1
XP_013981126.1,0
XP_013981128.1,0
XP_013981131.1,0
XP_013981136.1,0
XP_013981138.1,1
XP_013981139.1,0
XP_013981140.1,0
XP_013981141.1,1
XP_013981146.1,0
XP_013981147.1,0
XP_013981148.1,0
XP_013981149.1,0
XP_013981150.1,0
XP_013981152.1,0
XP_013981154.1,0
XP_013981155.1,0
XP_013981156.1,0
XP_013981158.1,0
XP_013981161.1,0
XP_013981163.1,0
XP_013981164.1,0
XP_013981165.1,1
XP_013981166.1,0
XP_013981172.1,0
XP_013981173.1,0
XP_013981174.1,0
XP_013981176.1,0
XP_013981178.1,0
XP_013981180.1,1
XP_013981187.1,1
XP_013981189.1,0
XP_013981191.1,0
XP_013981192.1,0
XP_013981193.1,0
XP_013981195.1,0
XP_013981196.1,1
XP_013981197.1,0
XP_013981200.1,0
XP_013981201.1,0
XP_013981203.1,0
XP_013981205.1,1
XP_013981207.1,0
XP_013981208.1,0
XP_013981209.1,0
XP_013981213.1,0
XP_013981214.1,1
XP_013981218.1,0
XP_013981219.1,0
XP_013981220.1,0
XP_013981222.1,0
XP_013981224.1,0
XP_013981226.1,1
XP_013981227.1,0
XP_013981229.1,0
XP_013981233.1,0
XP_013981234.1,0
XP_013981235.1,1
XP_013981236.1,0
XP_013981237.1,1
XP_013981239.1,1
XP_013981250.1,0
XP_013981257.1,0
XP_013981258.1,0
XP_013981266.1,0
XP_013981267.1,0
XP_013981269.1,0
XP_013981273.1,0
XP_013981279.1,0
XP_013981281.1,0
XP_013981283.1,0
XP_013981284.1,0
XP_013981285.1,0
XP_013981288.1,0
XP_013981289.1,0
XP_013981290.1,1
XP_013981291.1,0
XP_013981292.1,1
XP_013981303.1,1
XP_013981306.1,0
XP_013981307.1,0
XP_013981309.1,0
XP_013981310.1,0
XP_013981313.1,0
XP_013981315.1,0
XP_013981316.1,0
XP_013981325.1,0
XP_013981329.1,0
XP_013981330.1,0
XP_013981332.1,1
